1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,35_Well count (total all wells),38_Well count (total producer),46_Well count (current active producer),52_Well spacing (average) (ac),58_Production year (current),62_Production rate (current oil equivalent) (BOEPD),65_Water-cut (current) (%),66_Production year (peak),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),76_Temperature depth (ft TVDSS),77_Pressure (original) (psi),78_Pressure depth (ft TVDSS),80_Pressure year (current),81_Pressure (current) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction,170_Gross reservoir thickness (average) (ft),173_Net reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),213_Permeability (well test average) (mD),218_API gravity (average) (deg. API),222_Specific gravity (gas average),225_Viscosity (oil average) (cp),230_Mobility index (average) (mD/cp),236_Oil_impurities (average),242_Methane (average) (%),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),266_Pour point temperature (average) (deg. F),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),300_EUR oil equivalent (MMBOE),301_Remaining EUR oil (MMBO),302_Remaining EUR gas (BCFG),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),310_Recovery to date (of in-place oil) (%),311_Recovery to date (of in-place gas) (%),313_Recovery (best-fit ultimate oil) (%),314_Reservoir performance index (decimal fraction),315_EUR oil per production well (MMBO),319_Secondary recovery start date,320_Secondary recovery methods,324_EOR start date,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management)
UMM AL DALKH,MISHRIF,1P ,UNITED ARAB EMIRATES,MIDDLE EAST,RUB AL KHALI,24.6089,54.152,OIL,2000.0,SECONDARY RECOVERY,DECLINE,58.0,54.00,,0.0,2000.0,13250.0,,1994.0,16000.0,OFFSHORE,50.0,196.53131082631756,,4406.130828443959,,,,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,7500.0,7550.0,1.0,250.0,CRETACEOUS,13:ORGANIC BUILDUP,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULTLATERAL FACIES CHANGE/SHALE-FILLED CHANNEL,900.0,,,,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,RUDIST,,MOLDIC/VUGGY,23.0,57.0,,30.0,,,,1.7,,0.0,250.0,,,,,,,830.0,180.0,108.0,,,21.7,,8.67,,,,3.3,1986,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,ACIDIZATION,,ESP,,COILED TUBING TREATMENT/CORROSION INHIBITOR TREATMENT/FLOWING RATE CONTROL/RE-COMPLETION/SELECTIVE PERFORATION/SIDETRACKING/WATER CONING CONTROL
UMM GUDAIR,MINAGISH OOLITE-RATAWI,1P ,KUWAIT-SAUDI ARABIA,MIDDLE EAST,THE GULF,28.8667,47.6667,OIL,2002.0,PRIMARY RECOVERY,PEAK OR PLATEAU,,,200.0,80.0,2002.0,175000.0,33.0,2001.0,250000.0,ONSHORE,-650.0,180.0,,4050.0,,2005.0,2200.0,AQUIFER DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,8750.0,8100.0,4.0,350.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATENONE,250.0,,,60.96,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE/PELOID,,INTERPARTICLE,22.0,245.0,,23.0,,4.3,56.97,3.8,,0.0,175.0,,1.12,719.0,,260000.0,,,,,,,40.0,,,,,,,2000,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION,,ESP,,ADDITIONAL PERFORATION/SIDETRACKING/WATER PLUGGING
UPPER VALLEY,KAIBAB-TIMPOWEAP,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,KAIPAROWITS,37.618,-111.735,OIL,2011.0,SECONDARY RECOVERY,MATURE,43.0,26.00,19.0,82.0,2011.0,,98.4,1972.0,,ONSHORE,-7700.0,152.0,-900.0,1659.0,-900.0,,,AQUIFER DRIVE,1112:FORELAND ANTICLINE,6800.0,-900.0,27.0,,TRIASSIC/PERMIAN,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATENONE,200.0,100.0,0.5,30.48,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE/BRACHIOPOD/BRYOZOAN/CORAL/CRINOID/SPONGE/OOLITE,,INTERCRYSTALLINE/MOLDIC/VUGGY,11.0,21.0,,23.0,,,,2.07,,0.0,100.0,,1.08,,35.0,15000.0,27.0,,,3.0,,14.6,36.9,,33.74,,20.0,0.1,1.19,1964,CONTINUOUS WATER INJECTION,1982,CHEMICAL,STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION,,ROD PUMP,,HIGH WATER-CUT WELL SHUT-IN/RE-COMPLETION/SELECTIVE PERFORATION
URIKHTAU,KT-I,3P ,KAZAKHSTAN,FORMER SOVIET UNION,CASPIAN NORTH,48.4061,57.3269,GAS-CONDENSATE,2009.0,DEVELOPMENT PENDING,,27.0,,,0.0,,,,,,ONSHORE,-740.0,153.0,8120.0,4570.0,8120.0,2009.0,4570.0,AQUIFER DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,8290.0,7545.0,10.0,1706.0,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE, LATERAL FACIES CHANGE,698.82,291.99,0.42,75.0,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE/FORAMINIFERA,TYPE IV,INTERPARTICLE,13.0,175.0,,96.0,0.81,0.3,333.0,1.69,81.0,6.5,1922.0,155.0,1.6,,-4.0,90000.0,25.0,500.0,289.0,11.0,1400.0,,4.7,88.0,0.0,,,,,,,,,,,,,,,
VACUUM,SAN ANDRES,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.7919,-103.5855,OIL,2006.0,ENHANCED OIL RECOVERY,MATURE,,,240.0,40.0,2000.0,14767.0,89.7,1983.0,36650.0,ONSHORE,-4000.0,105.0,500.0,1628.0,500.0,,,AQUIFER DRIVE,1161:FAULT-BLOCK COMPACTION ANTICLINE,4250.0,250.0,2.2,450.0,PERMIAN,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATE/EVAPORITELATERAL FACIES CHANGE/NON-FRACTURED ZONE/NON-KARSTIC ZONE/SEALING FAULT,238.0,95.0,0.4,21.64,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE,TYPE IV,INTERPARTICLE/INTERCRYSTALLINE,8.9,20.0,,38.0,0.7,0.96,17.7,0.0,58.0,12.0,400.0,,1.25,764.0,,169000.0,16.0,1001.0,412.7,70.8,,,41.2,,34.16,,29.0,0.009,0.78,1966,CONTINUOUS WATER INJECTION,1983,CHEMICAL/MISCIBLE,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/NITRO-FRACTURING/SCALE INHIBITOR TREATMENT,,ROD PUMP/ESP,,ASPHALTENE INHIBITOR TREATMENT/HIGH WATER-CUT WELL SHUT-IN/INDIVIDUAL WELL GAS HUFF-N-PUFF/RE-COMPLETION
VALDEMAR,TUXEN-SOLA,1P ,DENMARK,EUROPE,NORTH SEA CENTRAL,55.8167,4.5667,OIL,2012.0,PRIMARY RECOVERY,DECLINE,25.0,25.00,21.0,295.0,2012.0,14542.0,51.4,2009.0,24298.0,OFFSHORE,125.0,184.0,7600.0,5400.0,7188.0,,,GAS DRIVE,113:INVERSION ANTICLINE,7063.0,7188.0,8.0,611.0,CRETACEOUS,14:FORESLOPE-BASIN,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT/TIGHT CARBONATENON-FRACTURED ZONE,280.0,250.0,0.9,76.2,CARBONATES,,COCCOLITH,TYPE III,MICROPOROSITY,25.0,0.4,,39.0,,,,5.0,,0.0,1600.0,,,4345.0,,,40.0,725.0,103.0,43.0,,14.2,14.2,,8.28,,27.0,0.021,4.12,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/HYDRAULIC FRACTURING (MULTI-STAGE),,,,COILED TUBING TREATMENT/SAND CLEANING
VALHALL,HOD-TOR,1P ,NORWAY,EUROPE,NORTH SEA CENTRAL,56.2619,3.3947,OIL,2010.0,SECONDARY RECOVERY,DECLINE,175.0,143.00,66.0,0.0,2010.0,34922.0,18.8,1999.0,96500.0,OFFSHORE,226.0,194.0,8038.0,6550.0,8038.0,1994.0,5000.0,GAS DRIVE,113:INVERSION ANTICLINE,7648.0,7874.0,8.0,660.0,CRETACEOUS,14:FORESLOPE-BASIN,LABYRINTH,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,480.0,410.0,,124.97,CARBONATES,,COCCOLITH,TYPE III,MICROPOROSITY,42.0,3.7,20.0,37.0,,0.4,25.0,0.26,,0.0,1300.0,,1.65,4680.0,55.0,,5.0,2700.0,915.0,244.0,,28.0,33.9,,24.85,,56.0,-0.006,6.4,1989,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL/EXTENDED REACH WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/ACID FRACTURING/SCALE INHIBITOR TREATMENT/ABOVE FORMATION BREAKDOWN PRESSURE WATER INJECTION,SELECTIVE INJECTION,GAS LIFT,GRAVEL PACK/FRAC PACK/PRESSURE DRAWDOWN CONTROL,COILED TUBING TREATMENT/CORROSION INHIBITOR TREATMENT/SAND CLEANING/SIDETRACKING
VEGA,SIRACUSA,1P ,ITALY,EUROPE,IBLEAN PLATEAU,36.5478,14.5767,OIL,2010.0,SECONDARY RECOVERY,MATURE,29.0,26.00,20.0,0.0,2001.0,4000.0,,1988.0,26482.0,OFFSHORE,410.1,214.0,8000.0,3692.0,8343.0,,,AQUIFER DRIVE,125:WRENCH-FAULT FLOWER STRUCTURE,7595.14,8005.25,13.0,1017.0,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE, LATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,5298.0,,,,CARBONATES,PACKSTONE/GRAINSTONE,ONCOLITE/OOLITE/PISOLITE,TYPE II,VUGGY/BRECCIA,10.0,,,15.5,1.5,2500.0,,2.5,,0.0,56.0,,,427.0,48.0,13000.0,25.0,1000.0,67.5,12.0,,6.8,6.8,,5.55,,,,2.6,1989-09,CONTINUOUS WATER INJECTION,,,STIMULATION/ARTIFICIAL LIFT,,ACIDIZATION,,ROD PUMP/ESP/HYDRAULIC JET PUMP,,HOT DIESEL CIRCULATION
VERKHNECHONA,DANILOV (PREOBRAZHEN HZ),1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,SIBERIAN EASTERN,60.8929,109.0385,OIL,2006.0,DEVELOPING,DEVELOPING,,,,0.0,2006.0,,,,,ONSHORE,-1115.0,61.0,5577.0,2200.0,5577.0,2005.0,2200.0,AQUIFER DRIVE,1142:BASEMENT-DRAPE ANTICLINE,5052.0,3937.01,0.5,,CAMBRIAN/PROTEROZOIC,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,BLOCK-BOUNDING FAULT/TIGHT CARBONATENON-FRACTURED ZONE/NON-KARSTIC ZONE,46.0,,,10.06,CARBONATES,MUDSTONE/WACKESTONE,,TYPE IV,INTERCRYSTALLINE,11.0,83.0,,34.5,0.67,4.0,20.75,18.0,,5.6,500.0,9.0,,2800.0,,400000.0,11.0,900.0,100.0,,,,11.0,,,,,,,,,,,,,,,,,
VERKHNEVILYUY,YURYAKH,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,SIBERIAN EASTERN,61.7136,115.5339,GAS-CONDENSATE,1997.0,DEVELOPING,DEVELOPING,,,,0.0,1997.0,,,,,ONSHORE,-1132.0,43.0,4019.0,2380.0,4019.0,,,GAS DRIVE,113:INVERSION ANTICLINE,5151.0,4020.0,1.0,600.0,CAMBRIAN,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,BLOCK-BOUNDING FAULTNONE,230.0,72.18,0.45,,CARBONATES,MUDSTONE/WACKESTONE,,TYPE II,VUGGY/CAVERNOUS,8.0,20.0,,28.0,,50.0,,0.6,86.0,7.5,,,,,,374000.0,35.0,,,,,,,,,,,,,,,,,,,,,,,
VICTORY,LANSING-KANSAS CITY,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,ANADARKO,37.3971,-100.9544,OIL,2012.0,SECONDARY RECOVERY,PRIMARY REJUVENATING,550.0,183.00,163.0,30.0,2012.0,1616.06,,1966.0,,ONSHORE,-2950.0,120.0,,1075.0,,,,AQUIFER DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,4075.0,1125.0,0.5,,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE,STRUCTURAL SADDLE/SHALELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,150.0,,,3.05,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE/PELOID,,INTERPARTICLE,22.0,85.0,,39.0,0.68,2.5,34.0,0.0,,0.0,,,,,,,,,,5.6,,,,,,,,,,,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION,,,,STEP-OUT DEVELOPMENT DRILLING
VILLEPERDUE,DALLE NACREE,1P ,FRANCE,EUROPE,PARIS,48.8167,3.6,OIL,2008.0,SECONDARY RECOVERY,MATURE,200.0,134.00,81.0,40.0,2008.0,1259.0,93.3,1987.0,14300.0,ONSHORE,-656.0,162.0,5413.0,2582.0,5413.0,,,AQUIFER DRIVE,2111:LATERAL FACIES CHANGE,5990.0,5331.0,0.6,200.0,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/SEALING FAULT,75.0,60.0,0.7,18.29,CARBONATES,GRAINSTONE,OOLITE,,INTERPARTICLE,14.0,10.0,75.0,35.0,,3.5,28.5,0.24,,0.0,20.0,,1.03,87.0,50.0,10000.0,40.0,440.0,73.0,27.0,,,16.6,,10.45,,33.0,-0.114,0.55,1986-06,CONTINUOUS WATER INJECTION,,,DRILLING/ARTIFICIAL LIFT,HORIZONTAL WELL/EXTENDED REACH WELL,ACIDIZATION,,ROD PUMP,,
VIRDEN,LODGEPOLE,1P ,CANADA,NORTH AMERICA,WILLISTON,49.8698,-100.9538,OIL,2012.0,SECONDARY RECOVERY,SECONDARY MATURE,771.0,591.00,464.0,30.0,2012.0,2892.0,96.0,1969.0,14528.0,ONSHORE,-1515.0,87.0,630.0,980.0,630.0,1996.0,700.0,GAS DRIVE,2211:REGIONAL SUBCROP,1915.0,400.0,1.0,200.0,CARBONIFEROUS,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE,TIGHT CARBONATELATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,330.0,,,,CARBONATES,MUDSTONE,CRINOID/OOLITE,TYPE IV,MOLDIC/VUGGY,10.0,35.0,,34.9,,3.52,10.0,1.35,,0.0,85.0,,1.05,140.0,,,27.0,,167.0,14.2,,,,,,,,,0.26,1962-12,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/SCALE INHIBITOR TREATMENT,MODIFICATION IN INJECTION PATTERN,ROD PUMP,,ACID WASH/PROFILE MODIFICATION/SCALE REMOVAL/STEP-OUT DEVELOPMENT DRILLING/WATER CONING CONTROL/WATER PLUGGING
VIRDEN,LODGEPOLE (NVS UNIT),1P ,CANADA,NORTH AMERICA,WILLISTON,49.8698,-100.9538,OIL,2012.0,SECONDARY RECOVERY,SECONDARY MATURE,274.0,196.00,164.0,30.0,2012.0,1104.0,93.3,1969.0,7381.0,ONSHORE,-1515.0,87.0,630.0,980.0,630.0,1996.0,700.0,GAS DRIVE,2211:REGIONAL SUBCROP,1915.0,400.0,1.0,150.0,CARBONIFEROUS,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE,TIGHT CARBONATELATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,330.0,,,12.8,CARBONATES,MUDSTONE,CRINOID/OOLITE,TYPE IV,MOLDIC/VUGGY,10.0,35.0,,34.9,,3.52,10.0,1.35,,0.0,70.0,,1.05,140.0,,,27.0,194.0,77.0,7.4,,12.8,39.7,,35.69,,30.0,0.095,0.37,1962-12,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/SCALE INHIBITOR TREATMENT,MODIFICATION IN INJECTION PATTERN,ROD PUMP,,ACID WASH/PROFILE MODIFICATION/SCALE REMOVAL/STEP-OUT DEVELOPMENT DRILLING/WATER CONING CONTROL/WATER PLUGGING
VUKTYL,UNNAMED,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,TIMAN-PECHORA,63.685,57.3278,GAS-CONDENSATE,1994.0,SECONDARY RECOVERY,DECLINE,982.0,982.00,670.0,40.0,1994.0,44509.0,,1977.0,329600.0,ONSHORE,-230.0,122.0,8858.0,5336.0,9613.0,1996.0,435.0,GAS DRIVE,1111:THRUST ANTICLINE,6418.0,6188.0,25.0,4889.0,PERMIAN/CARBONIFEROUS,11:LOW-ENERGY CARBONATE MUD,, NON-FRACTURED ZONE,2789.0,,,170.08,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/FORAMINIFERA,TYPE IV,INTERCRYSTALLINE,11.0,10.0,,58.0,0.81,,,1.04,75.1,4.5,,83.0,,,,250000.0,45.0,3715.0,,,550.0,,,90.0,,83.0,,,,1993,GAS RECYCLING,1987,MISCIBLE,STIMULATION,,ACIDIZATION,,,,
WAFRA,MINAGISH,1P ,KUWAIT-SAUDI ARABIA,MIDDLE EAST,THE GULF,28.6,47.8833,OIL,2006.0,SECONDARY RECOVERY,SECONDARY DECLINE,187.0,150.00,115.0,160.0,2006.0,83957.0,69.7,2003.0,131665.0,ONSHORE,-430.0,150.0,,3140.0,,2000.0,1208.0,AQUIFER DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,6550.0,6120.0,4.0,400.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,700.0,,,60.96,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE/PELOID,,INTERPARTICLE,21.5,202.0,,24.5,,3.68,,3.6,,0.0,400.0,,1.22,1225.0,-18.0,220000.0,,3095.0,1300.0,100.0,,20.0,42.0,,38.77,,47.0,0.043,,1998-07,CONTINUOUS WATER INJECTION/CYCLIC WATER INJECTION/DUMP FLOOD,,,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION,MODIFICATION IN INJECTION PATTERN/SELECTIVE INJECTION,ROD PUMP/ESP,,ACID WASH/COILED TUBING TREATMENT/HIGH WATER-CUT WELL SHUT-IN/RE-COMPLETION/SIDETRACKING/STEP-OUT DEVELOPMENT DRILLING/WATER CONING CONTROL/WATER PLUGGING
WAFRA,UMM ER RADHUMA UPPER,1P ,KUWAIT-SAUDI ARABIA,MIDDLE EAST,THE GULF,28.6,47.8833,OIL,2009.0,ENHANCED OIL RECOVERY,SECONDARY DECLINE,205.0,205.00,184.0,45.0,2009.0,24700.0,62.7,1964.0,43878.0,ONSHORE,-430.0,151.0,,3140.0,,,,AQUIFER DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,730.0,300.0,1.5,450.0,PALEOGENE,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,720.0,,,,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE/PELOID,,INTERPARTICLE,35.0,236.0,,16.0,,83.0,,4.5,,0.0,80.0,,,350.0,,10000.0,,9000.0,,,,7.5,,,3.56,,,,,,,2006,THERMAL,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION/SCALE INHIBITOR TREATMENT,,ROD PUMP,,ACID WASH/COILED TUBING TREATMENT/CORROSION INHIBITOR TREATMENT/STEP-OUT DEVELOPMENT DRILLING
WALIO,KAIS,1P ,INDONESIA,ASIA-PACIFIC,SALAWATI,-1.3933,131.0811,OIL,2000.0,PRIMARY RECOVERY,DECLINE,297.0,289.00,,9.0,2000.0,5023.0,99.0,1978.0,46986.0,ONSHORE,-74.0,176.0,2650.0,1162.0,2650.0,1988.0,1142.0,AQUIFER DRIVE,2121:ORGANIC BUILDUP,2411.0,2337.0,,561.0,NEOGENE,13:ORGANIC BUILDUP,LAYER-CAKE,BLOCK-BOUNDING FAULT/TIGHT CARBONATENONE,1200.0,,,31.39,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/CORAL/FORAMINIFERA,TYPE IV,INTERCRYSTALLINE/MICROPOROSITY,23.0,7.0,39.0,34.0,0.79,2.0,3.5,3.9400000000000004,68.5,9.03,86.0,,1.06,,20.0,3000.0,32.0,410.0,200.0,10.0,,,49.0,,46.34,,,,0.69,,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION,,ROD PUMP/ESP,,ADDITIONAL PERFORATION/RE-PERFORATION/WATER PLUGGING
WALKER CREEK,SMACKOVER,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,33.0703,-93.5012,OIL,2012.0,SECONDARY RECOVERY,SECONDARY MATURE,73.0,45.00,,320.0,2012.0,198.0,48.2,1972.0,9323.0,ONSHORE,-254.0,249.0,10650.0,5374.0,10650.0,1986.0,2548.0,GAS DRIVE,2111:LATERAL FACIES CHANGE,10654.0,10400.0,2.0,312.0,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,LABYRINTH,TIGHT CLASTICS/TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,,,,24.38,CARBONATES,GRAINSTONE,OOLITE,,INTERPARTICLE,11.0,30.0,,49.0,0.67,0.14,208.0,0.0,59.0,3.5,1840.0,,2.04,4838.0,,237000.0,35.0,140.0,45.0,3.2,,20.0,32.0,,29.86,,55.0,0.021,1.0,1975,GAS INJECTION,1991,MISCIBLE,STIMULATION/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION,,,,HIGH GOR WELL SHUT-IN
WASSON,SAN ANDRES,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,33.0833,-102.75,OIL,2004.0,ENHANCED OIL RECOVERY,MATURE,,,,20.0,2004.0,58334.0,,1975.0,256900.0,ONSHORE,-3600.0,107.0,1400.0,1805.0,1400.0,,,GAS DRIVE,2111:LATERAL FACIES CHANGE,4640.0,1040.0,2.0,960.0,PERMIAN,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,,,0.63,,CARBONATES,WACKESTONE/PACKSTONE,PELOID,,MICROPOROSITY,12.0,5.0,,32.8,,1.25,4.0,1.84,,12.0,588.0,,1.31,1805.0,,,18.0,4550.0,2288.0,,,,52.0,,47.73,,42.0,0.073,,1964,CONTINUOUS WATER INJECTION,1983,MISCIBLE,DRILLING/STIMULATION,INFILL WELL,ACIDIZATION,,,,
WATERTON,RUNDLE-WABAMUN (A POOL),1P ,CANADA,NORTH AMERICA,WESTERN CANADA,49.3077,-114.0869,GAS-CONDENSATE,2006.0,SECONDARY RECOVERY,DECLINE,,,,640.0,2006.0,10169.0,,1972.0,90180.0,ONSHORE,-5250.0,156.0,4000.0,4790.0,4000.0,1996.0,725.0,GAS DRIVE,1111:THRUST ANTICLINE,8100.0,2850.0,20.0,3940.0,CARBONIFEROUS/DEVONIAN,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE, NON-FRACTURED ZONE/NON-KARSTIC ZONE,,,,46.33,CARBONATES,MUDSTONE/WACKESTONE/PACKSTONE,BRYOZOAN/CRINOID,TYPE II,INTERCRYSTALLINE,4.0,0.6,40.0,52.0,0.77,,,0.0,,20.0,,80.0,,,,,15.0,513.0,487.0,,,,,95.0,,60.71,,,,,GAS RECYCLING,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,ACID FRACTURING,,,,RE-COMPLETION/RE-PERFORATION
WEIYUAN,DENGYING,1P ,CHINA,ASIA-PACIFIC,SICHUAN,29.7333,104.75,GAS,2004.0,PRIMARY RECOVERY,MATURE,154.0,74.00,30.0,250.0,2004.0,167.0,,1976.0,18670.0,ONSHORE,-2300.0,244.0,7516.0,4283.0,7516.0,2007.0,2239.0,AQUIFER DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,9485.0,7185.0,8.0,801.0,PROTEROZOIC,11:LOW-ENERGY CARBONATE MUD,TANK LIKE,TIGHT CARBONATENON-FRACTURED ZONE,2133.0,295.0,0.14,35.05,CARBONATES,MUDSTONE,,TYPE II,VUGGY/CAVERNOUS,1.76,0.2,6.0,0.0,0.64,,9.0,0.0,86.0,12.7,,,,,,77000.0,20.0,241.0,87.0,,14.0,,,36.0,,35.28,,,,,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION/SCALE INHIBITOR TREATMENT,,ROD PUMP/ESP/FORMATION POWERED JET PUMP/GAS LIFT/PLUNGER LIFT,,FOAM LIFT TREATMENT/RE-PERFORATION/WATER DRAINAGE ASSISTED GAS PRODUCTION/WATER CONING CONTROL/WATER PLUGGING
